,Unnamed: 0,Unnamed: 0.1,店铺名称,用户名,评论,scores,res
28800,28800,17,江南道自助烤肉海鲜涮锅（柳浪湾店）,yiw640295377,挺好的去了好几次了挺不错的感觉以后还会去的希望位置可以稍微多一点每次去都要等哈哈哈但环境还是不错的菜品也比较新鲜跟朋友聚餐生日会什么的都可以去那里，又不是很贵，每次去我都是会吃很多的可能比较好吃的原因吧还没去过的可以试试哦,16.59,1
28801,28801,18,江南道自助烤肉海鲜涮锅（柳浪湾店）,tong仙糖,很不错 相对而言 大学城比较好的了 价格也便宜的  可以去,4.0,1
28802,28802,19,江南道自助烤肉海鲜涮锅（柳浪湾店）,hQo875280981,江南道，在温江读书的时候就经常和朋友一起去吃的一家烤肉，现在读大学了，一回温江还是会和朋友约着吃这家烤肉，阿姨们的服务态度非常的好，非常热情，菜品也越来越新鲜了，味道也很赞，还有各种小吃，水果，饮料，推荐大家去吃～,9.5,1
28803,28803,20,江南道自助烤肉海鲜涮锅（柳浪湾店）,KqN887312316,「#套餐：江南道单人自助」「#五花肉」「#炸鸡翅」不错的烤肉，好评（｡ò ∀ ó｡），不错的烤肉，好评（｡ò ∀ ó｡），不错的烤肉，好评（｡ò ∀ ó｡），不错的烤肉，好评（｡ò ∀ ó｡），不错，好评（｡ò ∀ ó｡），不错的烤肉，好评（｡ò ∀ ó｡），,13.0,1
28804,28804,21,江南道自助烤肉海鲜涮锅（柳浪湾店）,UZf206992379,总体还是可以，菜品和水果饮料甜点比较多，就是生蚝和螃蟹没有味道，对我这个不能接受腥味的人来说不太行。,5.25,1
28805,28805,22,江南道自助烤肉海鲜涮锅（柳浪湾店）,ADi419355104,学生的福利，价格实惠，味道不错，生意火爆得很,4.0,1
28806,28806,23,江南道自助烤肉海鲜涮锅（柳浪湾店）,TYM553294467,就在财大后街，吃完还可以逛一逛街，肉耶比较新鲜，服务热情，每次去人都特别多，生意很好，环境也还不错，值得推荐「#套餐：江南道单人自助」「#五花肉」「#炸鸡翅」「#烤肉」「#肥牛」「#扇贝」「#水果蔬菜」「#皮皮虾」「#麻辣牛肉」「#圣女果」「#冰激凌」,18.28125,1
28807,28807,24,江南道自助烤肉海鲜涮锅（柳浪湾店）,嬲嫐12,很少见到你呢科技兴农的角度讲课教学班四年浙江奶奶带着恐惧觉得那些人互相你说呢就是呢今晚开始看可靠开始进行渐入佳境的亟待解决夏季女鞋蝴蝶结小看小小年纪的精神就想你想不大喊大叫独具匠心女大当嫁见到你就说你想不到的家,-8.0,-1
28808,28808,25,江南道自助烤肉海鲜涮锅（柳浪湾店）,mCh131533232,很满意的一次就餐体验，整体评价的话我觉得：性价比。我真的觉得不错,2.0,1
28809,28809,26,江南道自助烤肉海鲜涮锅（柳浪湾店）,长腿FENG,特别好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,642.0,1
28810,28810,27,江南道自助烤肉海鲜涮锅（柳浪湾店）,KTN704613037,这家自助性价比真的差，肉全是劣质肉，基围虾是拿的那种死虾的货，肉质松散，腐烂。看起都没食欲，饮料全是几毛钱的盒装果味饮料，也就是地理位置好，不然估计没啥生意。,-7.0,-1
28811,28811,28,江南道自助烤肉海鲜涮锅（柳浪湾店）,许你心安V,还不错  在这家店吃了两次了  人超级多,2.5,1
28812,28812,29,江南道自助烤肉海鲜涮锅（柳浪湾店）,一对仙女猪,菜品都很新鲜也很多很丰富，味道也好，跟男朋友两个人来过好多好多次了，每次来生意都很好，是我吃过的自助烤肉里面名列前茅的。 不止烤肉还有泡椒鱼皮，还有辣白菜，炸鸡腿，小蛋糕，寿司等等很多好吃的!下次继续再来!,14.0,1
28813,28813,30,江南道自助烤肉海鲜涮锅（柳浪湾店）,Uxu166461360,在学校周边就是真的很多人，不管哪天，真的很好吃，非常实惠,2.0,1
28814,28814,31,江南道自助烤肉海鲜涮锅（柳浪湾店）,fxl四级考研必过,味道值得推荐，都是在学校附近去过五六次了😂😂😂脑花挺好吃的,2.0,1
28815,28815,32,江南道自助烤肉海鲜涮锅（柳浪湾店）,南有嘉木wjm,非常好非常好👍？不要把所有东西当成你青春永驻身旁走过路过千万不能再基地颜色了，穿过一片厚厚的衣服就很好看吧……你们是不是都要被别人说对不起的应急拿着手机屏幕了词是怎么回事……哦，饿了就可以？？？？？？？,-31.0,-1
28816,28816,33,江南道自助烤肉海鲜涮锅（柳浪湾店）,KTN704613037,除了点心可以，能填饱肚子，其他没啥可吃的，肉和菜都难吃，因为那个干蘸碟就难吃，不如超市买一包麻辣蘸碟味道好,0.75,1
28817,28817,34,江南道自助烤肉海鲜涮锅（柳浪湾店）,长腿FENG,好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,429.0,1
28818,28818,35,江南道自助烤肉海鲜涮锅（柳浪湾店）,Mr阿杜,还不错。下次还会过来,1.5,1
28819,28819,36,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,【口味】这个口味吃着真的难吃，菜品差饮品差，这些都不说了，最关键的就是服用是真的差，位置不给好好安排，还说句你们坐不坐，不坐算了，我这忙的很，完全就不管的那种意思，太气人了,-5.5,-1
28820,28820,37,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,5点钟到陆陆续续的客人几乎都坐满了，环境还是挺不错的，年轻人居多，菜品也比较新鲜，值得推荐,3.5,1
28821,28821,38,江南道自助烤肉海鲜涮锅（柳浪湾店）,Dql323393352,说实话，去过两次感觉都不怎么样，特别是下午人多，去吧台排号，我排的四号等了接近一个小时，明明看见有位置服务员说是给人预定的，过了一个多小时才看到预定的人来，而且这里的服务员会怼人🤭，排到号叫服务员安排位置的时候，他不按照号来安排，只管他见到人安排，说了两句就开始脾气不好一副要骂人的样子，望能看到这里的小伙伴避坑，五六十一个人的自助餐到处都是，别排号排了多久还要受服务员的气,2.0,1
28822,28822,39,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,【服务】 【环境】 【口味】 【性价比】 【服务】 【环境】 【口味】,0.0,1
28823,28823,40,江南道自助烤肉海鲜涮锅（柳浪湾店）,TEd633502622,东西很多，我还是很喜欢吃，以后还会去哪家，各种菜都弄得很好，我以后还会来这家，老板服务态度很好，吃的挺满意，以后还要来他们家里吃，可以，挺好的,9.44,1
28824,28824,41,江南道自助烤肉海鲜涮锅（柳浪湾店）,RkQ462234534,总体来说还可以吧，去了四五次了，人挺多的,0.0,1
28825,28825,42,江南道自助烤肉海鲜涮锅（柳浪湾店）,KTN704613037,个人不推荐去，难吃不说，去的时候坐的那种普通桌子，烤个肉油全溅身上了。,-2.0,-1
28826,28826,43,江南道自助烤肉海鲜涮锅（柳浪湾店）,杜～若,服务热情，菜品也很新鲜，人很多,2.0,1
28827,28827,44,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,不错哟！从大学就来过，很喜欢哈哈棒棒！,10.0,1
28828,28828,45,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,味道非常不错，价格超级便宜，菜品挺丰富，服务员服务很好，热情。我家离的有点远我们还是经常去吃，因为便宜好吃。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,17.38,1
28829,28829,46,江南道自助烤肉海鲜涮锅（柳浪湾店）,CNN543684501,味道不错，就是去的晚了小吃水果都没了,1.0,1
28830,28830,47,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,怎么说呢，菜品比我想象的少很多，是我期望太高了吗？😅,5.0,1
28831,28831,48,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,性价比高，生意非常非常好，服务棒！,6.0,1
28832,28832,49,江南道自助烤肉海鲜涮锅（柳浪湾店）,zcb12,江南道是我在温江请客的好地方！我一般都选择中午进餐，人少可以坐大厅，环境舒适，客人也满意！另外现在晚餐不易多吃，肉食特别不好消化！,-7.0,-1
28833,28833,50,江南道自助烤肉海鲜涮锅（柳浪湾店）,ueM485281195,地方还可以在大湾区，味道菜品也特别多，各种小吃，饮料都是随便喝，他装修风格也特别不错，拍照特别好看，嘿嘿嘿，店家服务态度也很好，还会主动帮你换吸油纸，总的来说非常的奈斯～，希望店家生意兴隆，财源广进嘿嘿嘿,6.75,1
28834,28834,51,江南道自助烤肉海鲜涮锅（柳浪湾店）,OHF779780795,肉的种类非常多！而且整个用餐感受很好！就是人太多了。。,12.75,1
28835,28835,52,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,还不错，(๑•̀ㅂ•́)ﾉ➹♡,1.5,1
28836,28836,53,江南道自助烤肉海鲜涮锅（柳浪湾店）,JiaHYiii,这家店生意很好，人太多了，大部分都是学生，挺好吃的，菜品多，小吃也多，价格便宜，性价比高,1.0,1
28837,28837,54,江南道自助烤肉海鲜涮锅（柳浪湾店）,刘小丫6343,味道还是不错的，唯一的就是烤肉没个剪刀比较尴尬，其他的都还是不错的。,0.5,1
28838,28838,55,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,这个价格可以吃到没有被冻成冰棒的虾真的是太难得了，总得来说味道不错，生意特别火爆，菜品丰富，挺不错的,5.0,1
28839,28839,56,江南道自助烤肉海鲜涮锅（柳浪湾店）,安赛龙的陪练,诚实的生活方式其实是按照自己身体的意愿行事，饿的时候吃饭，爱的时候不必撒谎千万不要慢人一步，因为剩饭是留给那些跑的慢的喜欢不能当饭吃，但被你喜欢能好好吃饭没有什么是一顿饭解决不了的，如果有，那就两顿给不了我四菜一汤，明天我就回高老庄,3.0,1
28840,28840,57,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,吃了回来拉肚子了 ，人少了不让坐沙发 ，还是有点坑,0.0,1
28841,28841,58,江南道自助烤肉海鲜涮锅（柳浪湾店）,KTN704613037,基本上很多肉类的奥尔良腌制！都要吃土了.干碟难吃.饮品种类少！,-10.0,-1
28842,28842,59,江南道自助烤肉海鲜涮锅（柳浪湾店）,杜彬彬SJTU,味道挺好的，很不错，非常满意，好吃,4.2,1
28843,28843,60,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,综合评价这次就餐体验，我觉得有以下不足：口味不好，希望店家能多加改进。,0.0,1
28844,28844,61,江南道自助烤肉海鲜涮锅（柳浪湾店）,Tbi408404305,「#烤肉」「#五花肉」「#鸡腿」「#西瓜」「#肥牛」「#扇贝」「#套餐：江南道单人自助」「#水果蔬菜」,1.0,1
28845,28845,62,江南道自助烤肉海鲜涮锅（柳浪湾店）,就是我本尊呀,感觉越来越不好了，不管是服务还是环境还是菜品，加油改善吧,-0.5,-1
28846,28846,63,江南道自助烤肉海鲜涮锅（柳浪湾店）,cRY929521454,一般吧，自助餐就是这样的。想吃的好就不选自助,2.0,1
28847,28847,64,江南道自助烤肉海鲜涮锅（柳浪湾店）,海芋恋mini,生蚝、肥牛很新鲜，每次都是拿几大盘，自助最划算最好吃的点，没有之一,12.0,1
28848,28848,65,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,比较实惠，适合学生党。就是菜比较少,2.5,1
28849,28849,66,江南道自助烤肉海鲜涮锅（柳浪湾店）,GFc116799728,吃了很多次这家烤肉   每次来一次就会去吃一次 好吃不过,1.0,1
28850,28850,67,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,一般般，去年去吃还好，今年感觉变味了,0.0,1
28851,28851,68,江南道自助烤肉海鲜涮锅（柳浪湾店）,Tbi408404305,「#套餐：江南道单人自助」吃过很多次了，和朋友一起去的 适合聚会,3.0,1
28852,28852,69,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,很好，味道不错，菜品丰富,3.0,1
28853,28853,70,江南道自助烤肉海鲜涮锅（柳浪湾店）,leungbpc123,【口味】凉莱蛮好吃。 肥牛很好吃。海鲜普通。 【环境】虽然地方比较舊，但打理得也很干净。 【服务】服务態度很好。堂面的阿姨常带笑容和很有礼貌。,6.5,1
28854,28854,71,江南道自助烤肉海鲜涮锅（柳浪湾店）,喝水都长胖。。,吃得好好的，突然过来几个人说什么这儿好安排13个人，也没问我们意见就把电拔了，叫我们起来换座，那还有心情吃，都是花钱来消费的，凭什么让，就算让不会先和我们沟通吗？,5.0,1
28855,28855,72,江南道自助烤肉海鲜涮锅（柳浪湾店）,yyy·,味道挺好的，经常过去吃，因为离得比较近，也比较方便，每次去生意都很火爆！,9.95,1
28856,28856,73,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,每次，7点过，8点过，就没有寿司了，已经去了5次，和朋友一起，每次都这样…,1.0,1
28857,28857,74,江南道自助烤肉海鲜涮锅（柳浪湾店）,Tbi408404305,「#套餐：江南道单人自助」多吃水果哈哈哈,1.0,1
28858,28858,75,江南道自助烤肉海鲜涮锅（柳浪湾店）,蒋可萌2,味道不错，真心推荐，大家都来吃试一试吧，哈哈哈，我是为了凑评分的，居然还差63个字，我的天啦，不知道说什么了，这100多个字，简直是太为难我了，说不出那种特别好的字眼，但我愿意评价的肯定味道都还是可以,-5.0,-1
28859,28859,76,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,来过很多回，这次真的是体验很不愉快的一次，甚至不想再来，大概是生意太好了吧，早知道宁愿在新尚天地排会儿队,1.0,1
28860,28860,77,江南道自助烤肉海鲜涮锅（柳浪湾店）,我是冰箱派来的,我觉得碟子可以多点种，其他都蛮好，甜品很多，,0.0,1
28861,28861,78,江南道自助烤肉海鲜涮锅（柳浪湾店）,阿斯加德驸马爷,菜品很多，味道也不错，性价比高，推荐给大家。,2.0,1
28862,28862,79,江南道自助烤肉海鲜涮锅（柳浪湾店）,L诗与远方,巴适，聚餐的好地方、室内室外都可以用餐还是不错的,2.0,1
28863,28863,80,江南道自助烤肉海鲜涮锅（柳浪湾店）,iXn706907093,我还是觉得价钱有点贵，味道和价格不成比例,-1.2,-1
28864,28864,81,江南道自助烤肉海鲜涮锅（柳浪湾店）,aXB600739027,多次去了，还不错,1.5,1
28865,28865,82,江南道自助烤肉海鲜涮锅（柳浪湾店）,李糖养拾叁,吃过无数次，无数次！我都忘了拍照！每次去，必拿五花肉和青口～水果小吃也多～,0.0,1
28866,28866,83,江南道自助烤肉海鲜涮锅（柳浪湾店）,hVO644121791,人很多，菜品丰富，服务员很热情。,2.0,1
28867,28867,84,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,一点都不新鲜的菜 毫无食欲 不是一般的难吃,-2.2,-1
28868,28868,85,江南道自助烤肉海鲜涮锅（柳浪湾店）,Rhe浅渊,这家店我真的是从它开业开始去了很多次了，应该是周边烤肉店里性价比最高的了，经常和小姐妹一起约过去吃，小吃的种类特别多，各种各样的小吃，还有甜品和寿司。自己还可以再加一个汤锅，烤肉吃腻了还可以吃一吃汤锅，就很nice。这么多次一直没有评价，这次一次都评了…,1.0,1
28869,28869,86,江南道自助烤肉海鲜涮锅（柳浪湾店）,Eun174253508,总体味道还可以，不过晚些时候有些菜品不齐。,0.0,1
28870,28870,87,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,这次消费总体来说比较一般，提几点问题吧：性价比味道还可以，店家生意太火啦，需要等挺久的低，希望店家能有所改善。,1.5,1
28871,28871,88,江南道自助烤肉海鲜涮锅（柳浪湾店）,倪倪19911218,温江比较有名的海鲜自助烧烤，海鲜都很新鲜，价格也可以接受，去的比较多,4.5,1
28872,28872,89,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,菜品口味不错，服务也还行，就是人太多太拥挤了也有些吵闹，如果主要想寻求环境舒适的话这里不是一个很好的选择。但是其它都还是可以的。,1.0,1
28873,28873,90,江南道自助烤肉海鲜涮锅（柳浪湾店）,oOn339312347,去玩了，人有点多，但是不影响我们干饭啊,0.0,1
28874,28874,91,江南道自助烤肉海鲜涮锅（柳浪湾店）,qpf651487279,不错经常去的,1.0,1
28875,28875,92,江南道自助烤肉海鲜涮锅（柳浪湾店）,久伴非酒伴。,人是真多，排队等候，但是服务员态度不是太好，的来说还行,0.0,1
28876,28876,93,江南道自助烤肉海鲜涮锅（柳浪湾店）,lEY582756429,已经吃过很多次了，每次想吃烤肉都会去，菜品也挺丰富，很多我喜欢吃的，味道就很奈斯，服务也很热情！最喜欢吃里面的鸭肠和郡肝，真的很绝，还有厚切五花肉和肥牛。里面的甜点也挺好吃的，吃完再来一个冰淇淋，绝绝子！,21.4,1
28877,28877,94,江南道自助烤肉海鲜涮锅（柳浪湾店）,末日的眸头,服务态度很不错，但是菜品味道有些可以，有些不行。菜品种类也不是很多，特别是饮料品种太少了。价格感觉有点偏贵！,5.0,1
28878,28878,95,江南道自助烤肉海鲜涮锅（柳浪湾店）,aGV434262373,可以，好吃非常棒，推荐肉肉，非常好吃,4.0,1
28879,28879,96,江南道自助烤肉海鲜涮锅（柳浪湾店）,Emily么,不知道为什么，吃一次拉一次肚子，菜品是很丰富,0.0,1
28880,28880,97,江南道自助烤肉海鲜涮锅（柳浪湾店）,OiW229603065,江南道自助烤肉是最受欢迎的一家店，在这里请客吃饭很不错！,9.0,1
28881,28881,98,江南道自助烤肉海鲜涮锅（柳浪湾店）,Billkin的乖乖崽,环境不错 就是人太多啦 味道也好吃 希望可以开一个更大的店那就太好啦。,8.0,1
28882,28882,99,江南道自助烤肉海鲜涮锅（柳浪湾店）,fQP755229007,我觉得非常不错。而且因为客流量大，菜品也很新鲜。就是用餐环境有点吵。但是也没办法。因为毕竟是大学旁边。,2.0,1
28883,28883,100,江南道自助烤肉海鲜涮锅（柳浪湾店）,龘LT,好吃好吃，第N次去了，菜品很丰富，每次都吃撑,3.0,1
28884,28884,101,江南道自助烤肉海鲜涮锅（柳浪湾店）,gQF316991721,菜品差，肉品太少，不会去第二次！,-5.0,-1
28885,28885,102,江南道自助烤肉海鲜涮锅（柳浪湾店）,AHb389423649,算是还不错啦，我觉得还可以哈哈哈哈,1.5,1
28886,28886,103,江南道自助烤肉海鲜涮锅（柳浪湾店）,Rkk846413977,味道不错，生意很好,2.0,1
28887,28887,104,江南道自助烤肉海鲜涮锅（柳浪湾店）,hPO905640299,这次消费总体来说比较一般，提几点问题吧：口味不好，希望店家能有所改善。,-1.5,-1
28888,28888,105,江南道自助烤肉海鲜涮锅（柳浪湾店）,AqA401048544,卫生很差，旁边一男生一直吐唾沫，地上很脏，外面也很冷，环境太差了。,-1.0,-1
28889,28889,106,江南道自助烤肉海鲜涮锅（柳浪湾店）,焕然。218,味道还可以，菜品挺精致的,1.7999999999999998,1
28890,28890,107,江南道自助烤肉海鲜涮锅（柳浪湾店）,fQP755229007,已经来第三次了。味道说实话是很不错的。已经超过大部分商家了。早一点来菜会更多。,0.0,1
28891,28891,108,江南道自助烤肉海鲜涮锅（柳浪湾店）,大煞风景开了房间,不错,1.0,1
28892,28892,109,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,其他都可以，还行,0.0,1
28893,28893,110,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,好吃,1.0,1
28894,28894,111,江南道自助烤肉海鲜涮锅（柳浪湾店）,AOl647699284,味道不错,1.0,1
28895,28895,112,江南道自助烤肉海鲜涮锅（柳浪湾店）,bGS432780789,还行吧，每次人都爆满,1.0,1
28896,28896,113,江南道自助烤肉海鲜涮锅（柳浪湾店）,Igp933674293,好吃，价格实惠，菜品也很新鲜丰富，味道很好，基本上每月都要吃一次，最喜欢豆腐，烤生蚝，烤鸡皮跟肠子也可以，还有寿司也好吃，天啊，好像都跟好吃，好吃实惠价格不贵，就江南道啦啦啦啦，比自己去买来弄实惠多啦，棒棒哒，,-17.0,-1
28897,28897,114,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,挺好吃的，寝室聚餐,0.0,1
28898,28898,115,江南道自助烤肉海鲜涮锅（柳浪湾店）,Emily么,吃了第二天就拉肚子了，人很多，菜品丰富,1.0,1
28899,28899,116,江南道自助烤肉海鲜涮锅（柳浪湾店）,PLU875012151,味道很好，很多菜品很好吃，排骨啊，最喜欢吃五花肉，骨肉相连啊，棒棒棒，味道很好，很多菜品很好吃，排骨啊，最喜欢吃五花肉，骨肉相连啊，棒棒棒，味道很好，很多菜品很好吃，排骨啊，最喜欢吃五花肉，骨肉相连啊，棒棒棒，,49.0,1
28900,28900,117,江南道自助烤肉海鲜涮锅（柳浪湾店）,sDR802285677,菜品种类一般 更新慢 凉面等了1个多小时才上第二份,0.0,1
28901,28901,118,江南道自助烤肉海鲜涮锅（柳浪湾店）,Emily么,吃了第二天拉肚子,0.0,1
28902,28902,119,江南道自助烤肉海鲜涮锅（柳浪湾店）,YPC671719766,吃了好多年的了，还是这个味道，值得吃，价格便宜，味道又好,2.0,1
28903,28903,120,江南道自助烤肉海鲜涮锅（柳浪湾店）,匿名用户,虽然说江南道很火，但是味道也说不上是特别好，因为菜品也不是很好，店里面油腻腻的感觉,2.0,1
28904,28904,121,江南道自助烤肉海鲜涮锅（柳浪湾店）,CLH172629891,昂吃了两次亚洲湾的江南道了，这次来感受一下大学城的这家，价钱来说晚上价格美团上比亚洲湾便宜十来块钱，但确实也该便宜点，毕竟菜品那么少，就那四个小区域可以选，和亚洲湾那家的菜品数量完全没得比，真的完全没得比,3.0,1
28905,28905,122,江南道自助烤肉海鲜涮锅（柳浪湾店）,YPC671719766,味道好，服务态度好，价格便宜,2.0,1
28906,28906,123,江南道自助烤肉海鲜涮锅（柳浪湾店）,FSo225599963,吃过好几次的店了，虾子比以前小点，但是新出了大排骨感觉很好吃啊，都是最后才吃的可惜了，如果是开始吃可能会吃的更多吧哈哈哈，感觉自己这次吃了好多哦，等几天可以再去吃一次，下次要吃两块那种大肉排巴适得板哦，鱼也好吃。,6.875,1
28907,28907,124,江南道自助烤肉海鲜涮锅（柳浪湾店）,在帽子里游的鱼,很满意的一次就餐体验，整体评价的话我觉得：服务、环境、口味。,1.0,1
28908,28908,125,江南道自助烤肉海鲜涮锅（柳浪湾店）,jhs593704877,非常好吃的一家，价格又实惠，环境也非常好,3.0,1
28909,28909,126,江南道自助烤肉海鲜涮锅（柳浪湾店）,Sgz445780677,一如既往的喜欢,2.0,1
28910,28910,127,江南道自助烤肉海鲜涮锅（柳浪湾店）,永夜不逝星辰,很好吃，一如既往的好，从本科就开始吃他家，很满意，越来越丰富,7.5,1
