店铺名称,用户名,评论
芭莉与彩虹西餐厅（成都合生汇店）,babyfishcici,这家真是珠江广场的宝藏西餐厅，虽然店面在靠边的角落里，但是无论从装修风格和菜品味道都是能给人惊艳的感觉。 「美式烤鸡」门口广告牌就在推荐这款菜，点来试了下。烤鸡是整只去头的，不是很大只，但是肉质鲜嫩多汁，服务员建议我们直接用手撕，我就毫不客气的扯了块鸡腿🍗看到那个肉汁流下来真的不要太爽😍 巴莉彩虹特色披萨，来的小伙伴答应我一定要点这款披萨，本来想点招牌榴莲披萨的，但是想换口味，点了这个。结果味道真的吼吼吃啊！奶酪芝士很足，切开是拉丝的，上面的用料也多，火腿肉香，皮和卷边都是脆脆的还回甜，一口气吃了三块🙈 【消毒】卫生和消毒做的很好，餐具🍽️都是连盘子一起塑封过的。店员服务态度非常好，特别是一位戴眼镜的小哥哥，还会询问客人对菜品的反馈意见。 第一次写这么多，总之就是hin满意😁
芭莉与彩虹西餐厅（成都合生汇店）,大逗逗与佩奇,"位置位于珠江广场，离家特别近，分量真的超足～ 薯条上来真的超级香脆 披萨2个人都没办法吃完～水果沙拉酸甜，伴有百香果味
【环境】整个店内环境舒适 伴有轻音乐
【服务】一进来工作人员就很热情，给我们推介了烤鸡，真的超赞～
【性价比】2人份的量，3个人吃都足够  值得再次光临"
芭莉与彩虹西餐厅（成都合生汇店）,沉默星少,口感很差，很多都咬不动，而且还是在我要的五成熟的情况下。
芭莉与彩虹西餐厅（成都合生汇店）,滔滔t1,西餐的就餐环境很棒装修非常好，有欧式建筑的风格。￼西餐就餐环境安安静静。 门口有服务人员测量体温，经理亲和力很好，沟通很愉快，整体感觉很不错。 意面Q弹爽口，酱汁料不错，面条包裹着肉酱味道很棒，口感层次也很丰富。薄饼的披萨建议大家可以尝尝，🍕料特别的足。推荐喜欢吃披萨的可以尝试。
芭莉与彩虹西餐厅（成都合生汇店）,吃好喝好白白胖胖,商场外面有测体温，但是入他们店也需要再测一次体温，而且全程口罩😷服务，很棒，小姐姐们服务态度特别好，说话也温柔。 点的菜都没有踩雷，烤鸡很香，味道没那么重，也不油腻、辣椒居然不辣！还有点泡椒的感觉。披萨🍕薄皮，料足，每一口都很满足。 对了！忘记说了，之前看了很多推荐菜品，比如招牌披萨，厚饼披萨🍕，结果去的时候放假状态。不供应呢，三明治🥪也没供应，感觉有点遗憾，下次再去解锁🔓。
芭莉与彩虹西餐厅（成都合生汇店）,文文文826625,"周末跟朋友小聚 朋友说想到这家吃 毕竟老顾客了 我跟朋友一直都比较喜欢
环境
整体很有感觉 西餐厅
很有格调有氛围 适合家庭聚会 朋友小聚 
整体装修偏彩 看起来让人心情大好
菜品
值得推荐的就是烤鸡 超级好吃 很有个大特点就是 吃起来很多汁而且不会柴 很香 旁边的烤土豆炒鸡好吃
沙拉也炒鸡好吃 南瓜浓汤超级香 
服务
服务的小姐姐态度超好 值得夸赞店长 态度更是一级棒"
芭莉与彩虹西餐厅（成都合生汇店）,瑞瑞瑞比,这次就餐整体感觉很赞，比较满意的方面有：份量充足、环境优美。
芭莉与彩虹西餐厅（成都合生汇店）,yws883455597,没有以前好。上菜慢，我们都快吃完了，披萨才上来。
芭莉与彩虹西餐厅（成都合生汇店）,QkX573413205,这次就餐整体感觉很赞，比较满意的方面有：环境。
芭莉与彩虹西餐厅（成都合生汇店）,温江薛之谦,女朋友反映说我做菜不好吃，本来说要出去吃中餐的，结果女朋友说觉得太久没吃西餐了，想吃点好的，没办法又要破费了😂。 店的位置就在珠江广场四楼，离我家非常近。 店的环境还是很不错的，暖暖的很有创意，让心情一瞬间放松下来。 「#美式烤鸡」分量真的十足，「#芭莉特色鸡翅」鸡翅酥脆好吃，女朋友开心到停不下来，感觉这一顿不跑一个星期的步是减不下来了。😭
芭莉与彩虹西餐厅（成都合生汇店）,毛椒锅锅,这家店是我朋友推荐的，本来就想在这里喝个咖啡，但突然饿了所以多点了一些。 印象最深的还是烤鸡，真的好吃，很喜欢他的辣椒，很不错很美式。 薯条跟鸡翅鸡腿套餐真的可以，说不出来的好吃。薯条很脆是我喜欢的脆度。 意大利面是我目前吃过西餐厅最好吃的，没有之一面条反正比我自己煮的好吃，哈哈。肉的分布也比较均匀，肉酱很好吃。 最后用餐环境还是不错，很干净很有吃西餐的感觉。服务员小姐姐的态度也很好，说话很不错推荐了几个菜真的可以。
芭莉与彩虹西餐厅（成都合生汇店）,逗比默,今天被朋友拉去吃这家西餐，感觉味道非常棒，就在珠江广场四楼，地方也很好找，很喜欢，牛肉用的也是正宗牛肉，至少对得起别个的价格，很喜欢，还有炒饭也是，里面肉挺多的，老板还给了杯咖啡，超级好吃，支持，以后经常来
芭莉与彩虹西餐厅（成都合生汇店）,KYv27517919,朋友聚餐去的，环境不错，到菜品除了沙拉不错，其他特色不明显。
芭莉与彩虹西餐厅（成都合生汇店）,Dcs399287119,环境好，小朋友特别喜欢吃薯条和意大利面
芭莉与彩虹西餐厅（成都合生汇店）,Mariayou,和朋友约着一起去过纪念日，想有点仪式感，就选择了这家的西餐。进门就感觉整家店环境很复古，很有仪式感。坐下后服务员拿来了菜单，很有礼貌的和我们介绍菜品。最后点了牛排和烤鸡，还有一些小吃。很快，我们点的东西就送来了，排盘很精致，切了一块牛排放嘴里，味道刚好，牛肉很嫩。整个用餐都很愉快。
芭莉与彩虹西餐厅（成都合生汇店）,jPC257075229,评论区说鸡好吃的，严重怀疑是店自己刷的，那个烤鸡，连炸鸡都赶不上。鲜虾沙拉说好的虾很多呢？就只是有5个虾，蔬菜也不新鲜。
芭莉与彩虹西餐厅（成都合生汇店）,KYv27517919,二人世界的好去处，牛排沙拉和甜点。
芭莉与彩虹西餐厅（成都合生汇店）,RfH662158475,周末有空开到珠江四楼芭莉与彩虹西餐厅🌈老店环境还是那么温馨 感觉回到家里一样哈哈  周末店里很忙  服务也不会折扣 菜品味道也很不错 听说月底会换新菜单 改天也回来尝试一下 带着小朋友点儿童套餐 小朋友很喜欢
芭莉与彩虹西餐厅（成都合生汇店）,zpjoanna,环境好 味道也很好 榴莲披萨最好吃
芭莉与彩虹西餐厅（成都合生汇店）,我们忘返,😐 大家都说披萨像大饼… 沙拉没沙拉 薯条番茄酱很少
芭莉与彩虹西餐厅（成都合生汇店）,distancelw,"来给大家推荐一下 我爱的一家店
味道
「#美式烤鸡」
超级好吃 外表很嫩 里面出来很多汁 很香 价格也很合适
「#牛油果三文鱼沙拉」超级好吃 很新鲜  内容丰富 

【消毒】消毒到位 措施做得好
跟朋友在这家吃的很满意 接待这些要做的很好
还会很亲切的问侯 味道这些啊
很满意"
芭莉与彩虹西餐厅（成都合生汇店）,匿名用户,比意风小镇和布拉诺都贵 牛排也一般
芭莉与彩虹西餐厅（成都合生汇店）,PyL193634069,菜品很有特色，会常换菜单。就是装修有待提升
芭莉与彩虹西餐厅（成都合生汇店）,Nicky小李,这次就餐整体感觉很赞，比较满意的方面有：性价比、口味、环境、团购接待、服务。
芭莉与彩虹西餐厅（成都合生汇店）,lHD681093387,此次用餐总体来说不错，觉得比较认可的地方有：份量充足。
芭莉与彩虹西餐厅（成都合生汇店）,我了个地,性价比极高的一家餐厅，点了她家的烤鸡和牛排，味道超级棒，很喜欢，有时间还会去吃，店里面的服务态度也很好，干净卫生，挺不错的「#美式烤鸡」「#美式黑椒大牛排」，这两个我感觉味道绝了，还有个奶茶也是现做的，支持，下次还会继续来
芭莉与彩虹西餐厅（成都合生汇店）,烈日阳光1,愉快的晚上，上完了班正好就在商场吃了饭回家 今天特别想吃意面🍝就来了这个店 店里就餐的人挺多的，但是点菜上菜的速度还是挺快的 「#美式肉酱面」肉酱意面真的是我心心念念的味道，肉末很多，番茄汁不会太酸，正好符合我的口味 还点了一些别的菜，都挺符合口味的。 店里服务员挺好的，就是服务铃声音有时候被放生日快乐歌遮住了，容易听不到
芭莉与彩虹西餐厅（成都合生汇店）,Szc788754881,点的套餐里面没有了的菜随便就换了，一句话都没有。牛排非常难吃！其他还将就。
芭莉与彩虹西餐厅（成都合生汇店）,张维维爱大洋,牛排不是一般的老，嚼不动 小朋友更别想，刚来的七分熟上面一层血，盘子里面也是，有点败胃口，披萨的皮太薄了只有一层一点点，总体来说我感觉不如铁匠的味道，牛排还不如便宜的宾go 整体不满意
芭莉与彩虹西餐厅（成都合生汇店）,炮弹君,沙拉挺好吃的～甜点也还行～之前超喜欢来吃海鲜饭
芭莉与彩虹西餐厅（成都合生汇店）,zNv893549788,说说这次用餐感到不太满意的地方吧，主要有：口味一般，希望店家能注意改善。黑椒牛排，像柴一样。回来掏坏了一盒牙签。
芭莉与彩虹西餐厅（成都合生汇店）,然妈997,觉得没以前那么好吃了
芭莉与彩虹西餐厅（成都合生汇店）,匿名用户,排队到外面，点完菜上菜也慢，还先付钱后上菜，付完就不管了，还把饮品上漏了，战斧牛排没入味，肉老，不推荐
芭莉与彩虹西餐厅（成都合生汇店）,电臀柯基one,服务很好，菜品卖相很好，味道有点配不上服务和卖相，美食黑椒牛排太咸了，食毕告知服务生，说给我们重做一份，态度是很好的，期望提高菜品味道
芭莉与彩虹西餐厅（成都合生汇店）,jiao520哦,综合评价这次就餐体验，我觉得有以下不足：口味一般，希望店家能多加改进。
芭莉与彩虹西餐厅（成都合生汇店）,匿名用户,还不错 环境还行 味道满意 服务员人奈斯
芭莉与彩虹西餐厅（成都合生汇店）,匿名用户,西冷好吃 沙拉也不错 烤南瓜吃不习惯 ，但是黑椒牛排不均匀 前面全熟 后面半部分五分熟，最重要的是吃完回来发现套餐里面有两份例汤没有上？？？？？
芭莉与彩虹西餐厅（成都合生汇店）,匿名用户,有一说一   这家店店长的服务不错  店长很有礼节  服务到位  推荐菜与量合适    有机会下次再来
芭莉与彩虹西餐厅（成都合生汇店）,FJR174738933,这次就餐整体感觉很赞，比较满意的方面有：环境优美。
芭莉与彩虹西餐厅（成都合生汇店）,CtQ772251231,吃过好多次，孩子喜欢吃。
芭莉与彩虹西餐厅（成都合生汇店）,牟琴mq,环境还行，说实话味道不怎么样。
芭莉与彩虹西餐厅（成都合生汇店）,JMk952805089,点了一份98的牛排，7分熟，结果太老，切都切不动，还有很重的腥味。
芭莉与彩虹西餐厅（成都合生汇店）,CFn605324857,巴莉味道不错，就是优惠券太少，小哥服务不错，环境一般
芭莉与彩虹西餐厅（成都合生汇店）,白海涛777,经常来
芭莉与彩虹西餐厅（成都合生汇店）,是缘源呀,意面很不错，配料足，很正宗！
芭莉与彩虹西餐厅（成都合生汇店）,努努叶子,好久没来这里吃了 一如既往的好评哟！
芭莉与彩虹西餐厅（成都合生汇店）,oNp126663667,味道特别差，我们两大一小，吃了五百左右，每一道菜，都是咸，牛排很难吃，服务也不好！不会再去，很纳闷这么多人
芭莉与彩虹西餐厅（成都合生汇店）,匿名用户,牛排真心很一般 七成熟感觉只有六成熟 还茎茎掉掉 嚼不动 披萨也是中间都快弄成汤了还说就是这样
芭莉与彩虹西餐厅（成都合生汇店）,匿名用户,这次就餐整体感觉很赞，比较满意的方面有：口味不错、环境优美。
芭莉与彩虹西餐厅（成都合生汇店）,简简简简单J,服务态度很好，特别是那个穿着工作背心带着眼镜的小伙子，特别会变通，带了一岁半的小朋友来，有心的送了一份水果给宝宝。 菜品分量很足，两个人绰绰有余，三个人应该也够了，唯一美中不足的是，牛排要的7分熟，煎得有点老了……感觉已经十分熟了😅。环境可以！
芭莉与彩虹西餐厅（成都合生汇店）,trF294705340,这次就餐整体感觉很赞，比较满意的方面有：配菜合理、菜品丰富。
芭莉与彩虹西餐厅（成都合生汇店）,yangh168,很满意的一次就餐体验，整体评价的话我觉得：口味好、服务到位、份量充足。
芭莉与彩虹西餐厅（成都合生汇店）,TrW324465210,此次用餐总体来说不错，觉得比较认可的地方有：配菜合理。
芭莉与彩虹西餐厅（成都合生汇店）,jnE473984395,环境不错，孩子很喜欢，份量足，赞
芭莉与彩虹西餐厅（成都合生汇店）,NIH17078263,这次就餐整体感觉很赞，比较满意的方面有：口味好。
芭莉与彩虹西餐厅（成都合生汇店）,MHD635298570,很满意的一次就餐体验，整体评价的话我觉得：配菜合理。
芭莉与彩虹西餐厅（成都合生汇店）,Ldh562895526,还好！就是有点小贵
芭莉与彩虹西餐厅（成都合生汇店）,oNp126663667,牛排是我吃过最难吃的，配的菜除了咸，没有其他味，不会再去！
芭莉与彩虹西餐厅（成都合生汇店）,晴芷渝婉歌,这次就餐整体感觉很赞，比较满意的方面有：服务到位、口味好、配菜合理、份量充足、环境优美。
芭莉与彩虹西餐厅（成都合生汇店）,麦子丨123,价格小贵，味道将就，没有第一次来的时候好吃，薯条炸久了，鸡排吃着老，沙拉里的菜老得很，咬不动，而且沙拉酱放得少，吃着都没有味道，喊了几次加酱才端上来。不过，烤鸡的味道还是不错滴，推荐！
芭莉与彩虹西餐厅（成都合生汇店）,pEX524235886,非常好吃😊
芭莉与彩虹西餐厅（成都合生汇店）,wsliouxiaojun,环境不错，服务也挺好！牛排和意面味道很赞！去的当天是儿童节，有点儿热闹。
芭莉与彩虹西餐厅（成都合生汇店）,星语星愿10,非常满意
芭莉与彩虹西餐厅（成都合生汇店）,pCo662760064,菜品一如既往的好吃    非常满意
芭莉与彩虹西餐厅（成都合生汇店）,Aag777169289,1分 给服务 真心难吃 超级难吃 差评
芭莉与彩虹西餐厅（成都合生汇店）,棉花糖超爱靓颖,其它配菜可以，就是这次战斧牛排的肥肉特别多，吃了很少一部分就没有吃了
芭莉与彩虹西餐厅（成都合生汇店）,iqY18215623212,味道还是很不错的，分量足。
芭莉与彩虹西餐厅（成都合生汇店）,美一次OK,「#美式黑椒大牛排」
芭莉与彩虹西餐厅（成都合生汇店）,Hck750343895,味道不错，上菜也快！唯一不好的一点就是门口服务员先告诉要排队很久，又说上菜要很久，貌似在劝客人走。本来做好了等一个小时的准备，然儿排队不到10分钟，上菜不到15分钟。
芭莉与彩虹西餐厅（成都合生汇店）,zLm217341271,分量足
芭莉与彩虹西餐厅（成都合生汇店）,Bgg448540862,性价比非常高的套餐 味道也很好 环境优美服务员熙熙服务很棒下次还会再来的
芭莉与彩虹西餐厅（成都合生汇店）,瑞莎136,性价比不高，味道也没有原来好了
芭莉与彩虹西餐厅（成都合生汇店）,Birtyluxus,一个戴眼镜的小帅哥态度特别好，其他美女也很不错，这点最满意的！烤鸡不错！
芭莉与彩虹西餐厅（成都合生汇店）,vIu712569555,味道一般，服务一般，汤的味道不是很好
芭莉与彩虹西餐厅（成都合生汇店）,YLuck12345678,不错不错！
芭莉与彩虹西餐厅（成都合生汇店）,celialixu,服务很棒的哦，菜品口味很不错，份量很足，非常推荐！
芭莉与彩虹西餐厅（成都合生汇店）,otZ940658221,牛排有点老嚼不动，口味有点点淡。沙拉好吃
芭莉与彩虹西餐厅（成都合生汇店）,celinemariah,好吃
芭莉与彩虹西餐厅（成都合生汇店）,OaL517015405,烤鸡好吃😊
芭莉与彩虹西餐厅（成都合生汇店）,匿名用户,全场最好吃的就是薯条，牛排不想说话，简单的一个鸡柳（什么东西？）那口感粗糙的无敌了
芭莉与彩虹西餐厅（成都合生汇店）,kJH181444837,味道很一般，真的很一般，也就那样吧。
芭莉与彩虹西餐厅（成都合生汇店）,Hvi201539766,这家店菜品还不错，但是服务一般吧
芭莉与彩虹西餐厅（成都合生汇店）,vFw109022415,很好，环境好，味道好
