,Unnamed: 0,店铺名称,用户名,评论
60365,21,韩呈一品韩式自助（温江店）,AEP841430136,1.我们在美团上订的，在门口就已经扫了那个码了，进来之后大概有两个阿姨来问你们买了单吗？直接无语，能不能商量好，整得跟吃霸王餐一样。 2.进店的时候，店里面主有一两桌人，桌子也很挤，一张桌子基本上被一个锅占满了，我们就把菜放在旁边的一个桌子上，然后一个阿姨过来，说让我们放在自己桌子上，然后她就想把桌子拉走，那么挤我不知道她要把桌子拉到哪里去，服务态度就那样吧。 3.卫生方面，地面贼滑，我感觉我都要摔倒了，烤肉的时候那个油哦，要吓死人，到处蹦，桌子上到处都是油，喷油的也是难喷的很，一摸就是一手的油。 4.菜品方面，甜点小吃也太少了吧，就那么几个?，同样的价钱还不如去玉子家
60366,22,韩呈一品韩式自助（温江店）,匿名用户,这里怎么说呢 劳动力全是些老阿姨 甜言蜜语让我们在这里吃了饭 然后就开始教训我们了 这里怎么说呢 劳动力全是些老阿姨 甜言蜜语让我们在这里吃了饭 然后就开始教训我们了 换纸直接拿手这是无语 还说我们是嫌她老了不干净 真的是干不干净你自己心里没数吗 手才摸了抹布真恶心再也不会来了
60367,23,韩呈一品韩式自助（温江店）,匿名用户,很热情的卖家，下次还来，推荐给同学咯。祝生意兴隆，下次还和室友一起来
60368,24,韩呈一品韩式自助（温江店）,可爱多1158,经常光顾这家，这次去赶上周五，人太多了，好热闹，但是也不影响工作人员的热情，阿姨他们服务真的很好，每次去都是好几个朋友畅聊，东西也是好评，品种多，我们几个朋友吃了还说这家还可以，大家都没有拉肚子说明新鲜饮料和上次对比也变好了，上次去感觉饮料兑了好多水，这次感觉挺好的价格便宜，管饱
60369,25,韩呈一品韩式自助（温江店）,JMk971640781,油流到旁边的凹槽里面，掉几个渣进去，就会飞溅很多油，甚至能溅半米远，吃完之后整个人都充满了油烟味，桌子上也都是溅的油点，有点影响心情。 菜品也不行，五花肉像是拼接肉，牛肉也不是牛肉的口感。 烤肉的那个酱料，太甜了，就仿佛在蘸糖吃，没有辣味。
60370,26,韩呈一品韩式自助（温江店）,雾眠气泡水O,还可以，然后环境的话一般吧，吃完烤肉身上都会有一半的味道，菜品还是比较多的。但是性价比很高，因为很多菜品价格也比较实惠，然后服务态度还行，每一次换纸的时候人多的话就会忙不过来。去吃过两次吃多了的话就不太想去吃了。???他们家的泡菜很好吃。?
60371,27,韩呈一品韩式自助（温江店）,匿名用户,说说这次用餐感到不太满意的地方吧，主要有：口味不好、性价比低，希望店家能注意改善。食物不是很新鲜，饮料很少味道也一般般
60372,28,韩呈一品韩式自助（温江店）,heZ544377841,态度好，菜品多，就是烤肉的过程当中要被油烫着，
60373,29,韩呈一品韩式自助（温江店）,今天小何干饭了吗,太好吃了
60374,30,韩呈一品韩式自助（温江店）,小猴子杨紫,味道好，菜品种类多新鲜，服务也不错，来了两次了
60375,31,韩呈一品韩式自助（温江店）,小猴子杨紫,第二次光顾，团劵会便宜一点点，总体挺好
60376,32,韩呈一品韩式自助（温江店）,无所畏惧加菲猫,永远推荐，扇贝粉丝yyds  最爱
60377,33,韩呈一品韩式自助（温江店）,小慧慧985,还行和同学一起来吃的 价格不贵味道不错很实惠
60378,34,韩呈一品韩式自助（温江店）,kCo526907710,这个地方还是可以吧 好像有点可以 还是很棒的
60379,35,韩呈一品韩式自助（温江店）,匿名用户,空间比较小，过路都擦屁股，吃了还窜稀，也可能是我们烤的原因，为了避免半夜肚子疼醒还是少去。难受~
60380,36,韩呈一品韩式自助（温江店）,！24653,此次用餐总体来说不错，觉得比较认可的地方有：团购接待。此次用餐总体来说不错，觉得比较认可的地方有：团购接待。此次用餐总体来说不错，觉得比较认可的地方有：团购接待。此次用餐总体来说不错，觉得比较认可的地方有：团购接待。
60381,37,韩呈一品韩式自助（温江店）,Ghm786955156,"还可以   味道也不错
【环境】
【服务】都可以"
60382,38,韩呈一品韩式自助（温江店）,周家火锅侠,绝赞好评！！环境很好，服务也不错！菜品很多，而且补货很快！码得整整齐齐的！饮料也很对，非常新鲜。烤盘设计还不错，烤出来的油流到油槽可以用来炸脆骨啥的！吃的非常开心！强烈推荐！
60383,39,韩呈一品韩式自助（温江店）,voW526169202,韩国泡菜加肥牛再来一片五花肉  简直不要太巴适
60384,40,韩呈一品韩式自助（温江店）,iPL366240630,菜品多价钱便宜点的时候买了一个人在指指点点的地方激动激动激动激动激动激动激动激动即将放假放假放假放假放假放假激动激动激动激动即将都觉得减肥减肥减肥减肥减肥季节快到肯德基都觉得减肥减肥减肥季节继续继续继续继续继续纠结激动激动即将都觉得激动
60385,41,韩呈一品韩式自助（温江店）,聆籁子452,还不错，价格实惠，环境和视野比周围几家同类的开阔。菜品的口味也不错，肥牛五花肉很香，掌中宝也比较推荐。去的几次人都比较多，感觉服务员有点忙不过来，但是态度还是可以的。饮料也比较多吧，还有冰粉。但是素菜的种类有点少。
60386,42,韩呈一品韩式自助（温江店）,soc397656670,「#勇闯天涯」「#套餐：单人自助烤肉」「#纯生」「#超级勇闯」「#海鲜拼盘」「#烤螃蟹」「#极品银鳕鱼」「#爬爬虾」「#肥牛」「#黑椒牛肉」「#烤牛排」「#粉丝扇贝」「#烤五花肉」「#烤生蚝」「#奥尔良翅中」 【口味】非常好 【环境】还不错 【性价比】超级好，冲呀，朋友们
60387,43,韩呈一品韩式自助（温江店）,匿名用户,总体还行 味道也一般吧  还是可以试试
60388,44,韩呈一品韩式自助（温江店）,Osa640488460,味道还一般，吃了差点被弄了一身油
60389,45,韩呈一品韩式自助（温江店）,soc397656670,"【口味】很好

【环境】
【环境】还不错
【性价比】很高，适合学生
【性价比】
「#烤五花肉」「#烤牛排」「#粉丝扇贝」「#黑椒牛肉」「#烤生蚝」「#肥牛」「#青虾」「#奥尔良翅中」「#全家福」「#自助半价」「#海鲜拼盘」「#超级勇闯」「#勇闯天涯」「#唯怡豆奶」「#海鲜拼盘」"
60390,46,韩呈一品韩式自助（温江店）,匿名用户,安逸得很 吃巴适了 靠近大学 饭店有很多人 爆满的那种
60391,47,韩呈一品韩式自助（温江店）,kic939565714,肉很新鲜 看得出是什么肉 东西摆得也很干净整齐 有些地方自助的肉完全一看就不新鲜哈 这家真的很意外 烤肉酱也好吃 环境也很小清新 不像一些地方到处都油腻 特别想说服务很好 几个阿姨很勤快地换盘子 还提醒小朋友路滑不要跑 以免摔跤 真的性价比高 会再来
60392,48,韩呈一品韩式自助（温江店）,亦已嫣渽,此次用餐总体来说不错，觉得比较认可的地方有：口味。服务态度很热情，菜种类很多，补充上菜很快，环境挺干净的，让人很觉十分放松。特别是给予的时间很充足，适合大胃口的饕餮前来打卡！非常棒！来了很多次啦！！！！
60393,49,韩呈一品韩式自助（温江店）,pTL518139425,味道不错很棒
60394,50,韩呈一品韩式自助（温江店）,清幽吖,口味极具个人风格，很是美味，很棒，推荐各为朋友来吃，你们可以随便吃，随便喝，大块吃肉，大口喝酒，吃完了肉，他们家的花生米一定要尝尝，再加上他们家的独特的黄瓜非常好吃，橘子也是，小番茄也是，无比的美味！
60395,51,韩呈一品韩式自助（温江店）,mtP544646895,菜品种类挺多的 用餐环境一半 但是在大学城这边已经很好了 服务态度挺好的 小吃多种多样 有爱吃的喜之郎果冻 自制冰粉 赞?
60396,52,韩呈一品韩式自助（温江店）,匿名用户,菜品不是很多，而且吃了肚子很是不舒服。
60397,53,韩呈一品韩式自助（温江店）,寒塘穆影,不错，还是可以的，去得早，还可以
60398,54,韩呈一品韩式自助（温江店）,小周llllllllll,此次用餐总体来说不错，觉得比较认可的地方有：口味。
60399,55,韩呈一品韩式自助（温江店）,Noz440438663,一家子来几次了，还可以吃的饱饱的
60400,56,韩呈一品韩式自助（温江店）,祖国的太阳99,环境很好，菜品种类齐全 有很多小吃，饮料也很丰富，
60401,57,韩呈一品韩式自助（温江店）,KUo672280772,很好吃，建议大家来试试，环境卫生，服务周到
60402,58,韩呈一品韩式自助（温江店）,wLu568505278,吃了七八次了，真心推荐?????????????????
60403,59,韩呈一品韩式自助（温江店）,轩轩爱肥牛,整体还可以吧
60404,60,韩呈一品韩式自助（温江店）,祖国的太阳99,很棒哦，菜品种类齐全，小吃种类繁多
60405,61,韩呈一品韩式自助（温江店）,匿名用户,就都很一般，味道也一般 ，蘸料一般，菜品一般，样式较少
60406,62,韩呈一品韩式自助（温江店）,匿名用户,菜品比较少，其他的还行吧，就是菜太少了！就几样菜，吃的一般
60407,63,韩呈一品韩式自助（温江店）,soc397656670,"【口味】超级无敌好

【环境】非常好非常好

【性价比】超级无敌好，适合适合

【性价比】
【服务】
【环境】
【口味】「#烤五花肉」「#粉丝扇贝」「#烤牛排」「#黑椒牛肉」「#烤生蚝」「#肥牛」「#青虾」「#奥尔良翅中」「#全家福」「#自助半价」「#海鲜拼盘」「#纯生」"
60408,64,韩呈一品韩式自助（温江店）,_qqm6w1434850144,不是我喜欢的类型，喜欢吃的人应该还可以。
60409,65,韩呈一品韩式自助（温江店）,独殇9828,这是我第三次吃了，之前想吃那个油炸香蕉都没有卖，两次去吃都没有，有些失望，不过味道依旧很好，我一个人去吃的，店员这些给我安排了一个很好的位置，我也瞒喜欢的
60410,66,韩呈一品韩式自助（温江店）,RBw785184772,有小吃，比较满意这里的饮料，菜品也比较多
60411,67,韩呈一品韩式自助（温江店）,Noz440438663,好吃不贵味道不错服务周到。 【口味】喜欢
60412,68,韩呈一品韩式自助（温江店）,匿名用户,菜品不新鲜  味道一般  不建议购买0.7 rE:/ 人在这个世界上，无论选择哪一条道路，都是荆棘和鲜花同在。前途很远很暗，不要怕，不怕的人面前
60413,69,韩呈一品韩式自助（温江店）,rcLovy,也不是第一次吃了，感觉这家是附近最好吃的。这次服务态度也很好
60414,70,韩呈一品韩式自助（温江店）,Noz440438663,肥牛还可以，鱿鱼也好吃，小吃也多
60415,71,韩呈一品韩式自助（温江店）,iqY207552235,环境很不错，菜品也是这个价位里最好的
60416,72,韩呈一品韩式自助（温江店）,UEb988917153,可以
60417,73,韩呈一品韩式自助（温江店）,xXm314256472,不错的店，后面应该还要去，希望店家能请继续保持
60418,74,韩呈一品韩式自助（温江店）,zhjlng,战斧牛排不错
60419,75,韩呈一品韩式自助（温江店）,VmD243874446,菜品比较新鲜，甜点水果味道也都还不错。性价比算是高的了。
60420,76,韩呈一品韩式自助（温江店）,美金金金…,肉挺多  就是烤的时候注意毁容。。
60421,77,韩呈一品韩式自助（温江店）,潇湘沐雨1996,菜品比较少，夹菜太挤了，而且菜没了也不能及时上，但是味道还行，稍微贵了点，阿姨的服务一言难尽
60422,78,韩呈一品韩式自助（温江店）,小东西丷,味道一般般吧！环境也就那样吧！价格倒是能接受，服务这一块也能接受，毕竟什么价都
60423,79,韩呈一品韩式自助（温江店）,禹煜啦啦啦,是一家不错的选择 反正很好吃 真的 而且
60424,80,韩呈一品韩式自助（温江店）,csf368522037,虽然去过几次了，映象最深刻就是油溅到脸上
60425,81,韩呈一品韩式自助（温江店）,YCU858636124,还可以，慢慢悠悠的吃了不少，地方很好找。
60426,82,韩呈一品韩式自助（温江店）,weZ191272643,emmm还行吧……中等 无功无过
60427,83,韩呈一品韩式自助（温江店）,csf368522037,卫生健康有待提高，依然是油溅到脸上
60428,84,韩呈一品韩式自助（温江店）,xnn528848793,服务很热情，会主动询问是否换纸或者蘸料够不够；就是有一点想要吐槽，为什么果汁那么烫啊！！！
60429,85,韩呈一品韩式自助（温江店）,匿名用户,很棒??吃的很开心！
60430,86,韩呈一品韩式自助（温江店）,匿名用户,【口味】一般 【环境】一般 【服务】一般 【性价比】一般
60431,87,韩呈一品韩式自助（温江店）,yOj939296344,可以
60432,88,韩呈一品韩式自助（温江店）,匿名用户,菜品说实话一般，没有特别多也没有特别少。地面滑得可以溜冰了。不知道是油还是什么。有一个阿姨服务贼差。
60433,89,韩呈一品韩式自助（温江店）,UDs233435037,最开始一眼吸引我的是美团上的图：小吃区。吃了发现确实味道可以，菜品种类也算多，服务态度也行。位置也比较好找。但是就是工具太少了，专用的夹子都没有?
60434,90,韩呈一品韩式自助（温江店）,独殇9828,下雨天，天呐人不仅多还容易滑倒，我想吃的那个炸香蕉也没有了，唉，挺失望的
60435,91,韩呈一品韩式自助（温江店）,nYd806627499,一般，人比较多，菜品嗯不是特别多，嗯一般般吧，还是比较
60436,92,韩呈一品韩式自助（温江店）,Gng252640334,环境一般，肉的味道也不怎么样，品种较少
60437,93,韩呈一品韩式自助（温江店）,Msds先生,全都是最次的菜品、去了一次不想去第二次
60438,94,韩呈一品韩式自助（温江店）,匿名用户,种类很多 空间也挺大的 味道也不错 小吃也挺多的 就是饮料挺少的 不过性价比很高 不过扇贝好像没处理干净
60439,95,韩呈一品韩式自助（温江店）,古月木公123,价格不贵，服务群体主要是周边的大学生。
60440,96,韩呈一品韩式自助（温江店）,fqv227203121,好吃我过生日请朋友来吃的，然后菜品数量不多。
60441,97,韩呈一品韩式自助（温江店）,匿名用户,菜品可能有点不新鲜，购买的4人套餐，吃了有3个拉肚子，1个又拉又吐的，
60442,98,韩呈一品韩式自助（温江店）,tJB374514885,很满意的一次就餐体验，整体评价的话我觉得：性价比高、口味赞、团购接待好、环境优雅、服务细致。
60443,99,韩呈一品韩式自助（温江店）,CCCC咖啡,已经吃过很多次了，真的不错推荐
60444,100,韩呈一品韩式自助（温江店）,肥猫3526,还行
60445,101,韩呈一品韩式自助（温江店）,可爱多1158,价格便宜，商品种类多，味道好，服务也好，重点吃了大家都没有不舒服，或者腹泻
60446,102,韩呈一品韩式自助（温江店）,iXn706907093,菜品并不是很多，但相对来说还是比较便宜
60447,103,韩呈一品韩式自助（温江店）,匿名用户,什么垃圾地方竟然这么多人，就离谱，我服了。
60448,104,韩呈一品韩式自助（温江店）,匿名用户,人太多了，服务员根本照顾不过来，自己也不太会烤那个肉
60449,105,韩呈一品韩式自助（温江店）,散养涛儿.,今天来吃没有想要的韩国泡菜 这是一大遗憾啊 下次再来吧???
60450,106,韩呈一品韩式自助（温江店）,Xbm338684843,菜品太少了，也没有熟食，不推荐
60451,107,韩呈一品韩式自助（温江店）,loJ217107935,菜品丰富，服务态度好。非常满意。
60452,108,韩呈一品韩式自助（温江店）,匿名用户,此次用餐总体来说不错，觉得比较认可的地方有：性价比。
60453,109,韩呈一品韩式自助（温江店）,国荣的马子leslie,今年就已经吃了这家烤肉店有6.7次了 还是一如即往的好吃 价格也很实惠 50块钱左右一个人 强烈推荐烤肥牛配生菜（个人感觉五花肉有点生硬）还有掌中宝（烤出来是真的香、脆）排骨，生蚝和扇贝也是最爱，素菜还有烤馒头很香，土豆也好吃，这两天犹豫疫情去的时候没啥人，但菜还是挺足的，没有了会马上补齐，挺不错的，大弯曲烤肉认准这一家～
60454,110,韩呈一品韩式自助（温江店）,想吃霸王餐哇哇哇,【口味】还可以，就是肉是合成肉，不过这个价格也差不多。菜品很多，吃得很满足?最后我们吃起了烤馒头，意外的很好吃！ 【环境】店里很大，到了下午人就开始多了，饭点还是有很多人 【服务】挺好 【性价比】高??
60455,111,韩呈一品韩式自助（温江店）,匿名用户,性价比超级高，而且吃的很多，我最爱的就是泡芙和糕点这些，太爱了吧
60456,112,韩呈一品韩式自助（温江店）,xNz358596068,环境一般，菜品不是很新鲜，感觉一般
60457,113,韩呈一品韩式自助（温江店）,匿名用户,一般吧，这个价位性价比还行，服务员很热情
60458,114,韩呈一品韩式自助（温江店）,PvQ197493604,性价比还可以，挺好的，就是可能种类会较少一些
60459,115,韩呈一品韩式自助（温江店）,马思静的母亲梅子,这次就餐整体感觉很赞，比较满意的方面有：环境。
60460,116,韩呈一品韩式自助（温江店）,湘流应识九歌心,味道非常不错。菜品齐全。多次过来。
60461,117,韩呈一品韩式自助（温江店）,Tfyackr,「#套餐：单人自助烤肉」跨年饭点人很多，需要排号，很快。阿姨态度很好，人也很热情。那个锅真的热太慢了，刚开始坐那里半天了才烤好一两片五花肉，后面差不多二十几分钟后锅才热起来。这次去吃没有上次吃的肉新鲜和品质好。
60462,118,韩呈一品韩式自助（温江店）,CoT151009298,还可以
60463,119,韩呈一品韩式自助（温江店）,BWc663322223,很满意的一次就餐体验，整体评价的话我觉得：性价比、服务。
60464,120,韩呈一品韩式自助（温江店）,小余同学不在线,好吃好吃好吃好吃水果也好环境也好挨着学校人多
60465,121,韩呈一品韩式自助（温江店）,你猜我有多少磅,菜品挺好的，比较新鲜，种类也挺多的
60466,122,韩呈一品韩式自助（温江店）,cND541735614,很好吃哦，想吃的朋友直接冲「#套餐：六人自助烤肉」
60467,123,韩呈一品韩式自助（温江店）,超不可爱的大垭,个人很喜欢肥牛，菜品很多选择的空间很大，很贴心的是有热饮，甜品也很丰富，跟朋友吃了很多吃了，但个人比较懒一直没有评价，我们去的时间已经快三点了，店里虽然没什么人，但要什么东西阿姨也会及时给我们，还是很好的
60468,124,韩呈一品韩式自助（温江店）,aFc254433243,服务非常好，环境也可以菜品新鲜
60469,125,韩呈一品韩式自助（温江店）,匿名用户,五花肉合成的，很薄，酱料可以。阿姨服务很好，很热情。
60470,126,韩呈一品韩式自助（温江店）,牛变成了哑巴,今天去得非常早，十一点出头就到了店里，此时店家里的人还在收拾。以如此价格能吃到这么多肉类产品也非常不错了。只是店家小吃熟菜略少，人少时东西就更少，炸物完全没有，希望店家能有所改进。还有希望后厨店员能够在处理食物的时候把口罩戴好哈！
60471,127,韩呈一品韩式自助（温江店）,MeQ923053746,此次用餐总体来说不错，觉得比较认可的地方有：口味、服务、团购接待。
60472,128,韩呈一品韩式自助（温江店）,匿名用户,吃的时候从烟道掉下来一只虫子。多的不谈。
60473,129,韩呈一品韩式自助（温江店）,匿名用户,好吃！
60474,130,韩呈一品韩式自助（温江店）,CCCC咖啡,不错 服务态度挺好的，而且东西挺齐全的，辣椒面不错，还有辣白菜我爱了，整体卫生都挺好的，就是换纸的时候希望阿姨能够耐心一点，毕竟换纸挺危险的，也希望她能注意安全，同时整体评价都还不错，价格也挺便宜的，推荐各位
60475,131,韩呈一品韩式自助（温江店）,富婆饿饿饭饭111,非常不错去过很多次了，菜品很多也很好吃? 价格也很便宜 零食甜点也很多
60476,132,韩呈一品韩式自助（温江店）,风林火山609,一般般
60477,133,韩呈一品韩式自助（温江店）,WdK120203049,还不错，性价比高。食材也非常新鲜
60478,134,韩呈一品韩式自助（温江店）,匿名用户,第二次去这家店了，烤肠和五花肉很好吃，推荐，菜品很多，春卷也很好吃，生蚝不推荐，第一次吃和这次吃都很腥，热饮只有咖啡，要是有豆奶就完美了，甜辣酱料很好吃，阿姨服务态度也很好，店里很忙，阿姨态度也很好。
60479,135,韩呈一品韩式自助（温江店）,边伯贤贤bbh,太可了，东西蛮多的，还算不错的了
60480,136,韩呈一品韩式自助（温江店）,UEb988917153,好吃
60481,137,韩呈一品韩式自助（温江店）,jt7075829,很适合朋友和情侣小聚餐，也是一家很有性价比地方。
60482,138,韩呈一品韩式自助（温江店）,igm460530866,第一天开业用餐，未排队，环境很好，味道不错，还有免费啤酒，上菜自取
60483,139,韩呈一品韩式自助（温江店）,_qq3mc1367668510,菜品种类不太丰富，甜品也少，味道一般
60484,140,韩呈一品韩式自助（温江店）,CCCC咖啡,不错不错，菜品比较丰富，可以推荐大家去吃呢，聚会都去哪里吃呢
60485,141,韩呈一品韩式自助（温江店）,djq707147497,菜品一般，种类稍微有点少，冰粉调料有些没有。但是性价比算比较高。
60486,142,韩呈一品韩式自助（温江店）,猴子麻麻老虎爸爸,上吐下泻，卫生糟糕?，，，，
60487,143,韩呈一品韩式自助（温江店）,哈哈哈哈厉害了,总结来说：除了便宜一无是处。是去一次再也不想去的水平。 菜品：少的可怜，基本等于没什么东西，不如多花几块钱去隔壁吃。 卫生服务：阿姨干什么都直接上手，，这点我无法忍受，进门有股奇怪的味道。卫生有待提高。。 最后，总结为一个字：哎！！
60488,144,韩呈一品韩式自助（温江店）,RXt177684844,第一次来吃，主要是看它价格挺实惠的，一进门就闻到烤肉味，推荐黑椒牛肉、鸡中翅、鸡尖、八爪鱼，培根偏咸一点，饮品不是很好喝，但这家的水果还是不错的，可以一尝，这家店把火开到最大肉熟的很快，一开始没发现火没开大，还是后面热心的阿姨帮我们开大了火
60489,145,韩呈一品韩式自助（温江店）,pwS751170169,菜新鲜，量足够多，好吃，不错不错，下次还来买。
60490,146,韩呈一品韩式自助（温江店）,永远喜欢麻衣学姐,麻了 当时刚好是下班高峰 人太多了 挤到爆 座位也没什么 可能是人太多了 菜什么的都被拿完了 味道和价钱是一样的
60491,147,韩呈一品韩式自助（温江店）,yYd374553894,菜品超级丰富  五花肉和肥牛卷推荐推荐  烤牛排也特别好吃  腌制得很入味超级好吃  热狗简直美味和外面卖的三四元一根的没有区别  煎蛋很香  粉质细腻  和老板说不要太多汤老板也都认真做到了  希望能够一直这样做好哦总之非常推荐哦
60492,148,韩呈一品韩式自助（温江店）,绅十,味道不错，比江南道好，那些说比较江南道道差的人，我都感觉他是托。?这里的菜比较江南道多很多，还有很多的小吃。?我看到一个评论说这里，江南道差。，这家店是新开的，我觉得以后肯定比江南道要好。我自己比较的喜欢。??
