,Unnamed: 0,店铺名称,用户名,评论
10,11,蜀大侠火锅（温江店）,shexihlx,"【口味】还可以 越吃越辣 作为不怕辣的四川人无所畏惧 

【环境】还不错呢
「#雪花肥牛」「#红糖糍粑」「#生抠鸭肠」「#无骨鸭掌」「#唯怡豆奶」「#酥肉」吃火锅必点哈哈哈 总的来说一般般哈 
小插曲就是这个抵用券只能叠加两张使用 买之前没有了解"
11,12,蜀大侠火锅（温江店）,zzzllljjj888,此次用餐总体来说不错，觉得比较认可的地方有：口味赞，就服务员觉得我们团购的，没钱付款一样，喊她加个干碟子，她马上回一句：要格外加钱喔！
12,13,蜀大侠火锅（温江店）,giY198007131,贵妃牛肉和鲜毛肚很不错，好评下次还会再来吃
13,14,蜀大侠火锅（温江店）,mye473399885,味道还不错，环境可以，服务也好，就是自己吃后肚子不舒服
14,15,蜀大侠火锅（温江店）,MPa165464253,这次就餐整体感觉很赞，比较满意的方面有：环境。
15,16,蜀大侠火锅（温江店）,cyE175240225,路过温江，在美团上搜到这家，蜀大侠还是有点名气，味道没有评论那么好吃，以前在其他地方吃过一次，份量还是可以的，锅底煮了几分钟看到都不舒服了，用餐时候吃出一根头发，瞬间没胃口了，小哥哥服务还不错，买单的时候我不是很满意
16,17,蜀大侠火锅（温江店）,YSY913273808,去吃之前建议先网上预约，现场可能要排队；我点的微辣牛油锅，感觉不辣，味道偏甜，菜品都还行吧；空气太呛人，不建议老人来这里吃，空气流通不好
17,18,蜀大侠火锅（温江店）,mye473399885,味道还不错，就是去了二次，回来都有些闹肚子
18,19,蜀大侠火锅（温江店）,nice岁月静好,这次就餐整体感觉很赞，比较满意的方面有：口味。非常棒
19,20,蜀大侠火锅（温江店）,匿名用户,真的很难吃，很难吃，进去就一股呛人的辣子味道，室内环境也吵。服务员真的算很业余了，说说笑笑的，也不倒茶，自顾自的扎堆一起说话。味道应该是换过厨师了，难吃的一批。牛肉里面还有一只死了得苍蝇。晚上吃了回来就拉肚子。再也不会去下一次了。第一次差评。
20,21,蜀大侠火锅（温江店）,把酒对饮,味道好极了，正宗川味火锅，位置好找，停车也方便，排队也值得
21,22,蜀大侠火锅（温江店）,QUW661055122,这次就餐整体感觉很赞，比较满意的方面有：服务。
22,23,蜀大侠火锅（温江店）,Osl66697,不错
23,24,蜀大侠火锅（温江店）,LFF630063957,味道很好，我们一家大小都去吃的，考虑到有孩子，点了一个鸳鸯锅底，太棒了，上菜速度比较快，素菜特别新鲜，特别新鲜，很有食欲，她们的服务估计是培训过的，相当专业，特别热情和客气，非常有礼貌，下次再带一家人过去吃。
24,25,蜀大侠火锅（温江店）,匿名用户,五花肉是二次加工压出来的肉，中午一点过，人不算多，点了一瓶可乐，十多分钟还没上，自己去拿的，买单三百多，只准我用一张优惠劵……
25,26,蜀大侠火锅（温江店）,HrU442380298,一如既往好吃，没吃到大刀肝片和鸭血有点可惜。吹爆贵妃牛肉，太嫩了。
26,27,蜀大侠火锅（温江店）,Distance72,"点的微辣,越吃越辣，吃到后面胃烧，感觉没有以前好吃了，菜品挺新鲜的"
27,28,蜀大侠火锅（温江店）,HuJ538555163,味道好，服务态度很好，菜品新鲜，用餐环境好
28,29,蜀大侠火锅（温江店）,海狒狒,环境挺好 就是价格略贵 四人餐可能两个人吃能吃得比较饱 红糖糍粑一般 不是很软 吃起来比较硬
29,30,蜀大侠火锅（温江店）,aHT323237647,就是锅底太贵了，拍了两个小时的队，有些菜都没有了，味道还可以
30,31,蜀大侠火锅（温江店）,信望爱2016,很满意的一次就餐体验，整体评价的话我觉得：口味、环境、性价比。环境不错，口味很喜欢，辣味适合，食材新鲜。服务到位。值得回头
31,32,蜀大侠火锅（温江店）,WeP324311099,应该是周边火锅的第一选择
32,33,蜀大侠火锅（温江店）,uya218875748,纯路人 只能说不好吃 血旺煮好后一股塑胶味道 然后我们差不多中午两点吃的 加了毛肚 毛肚端上来乱糟糟的像别人吃剩下的 肥牛稍好一点 两个人230 后面不打算再来
33,34,蜀大侠火锅（温江店）,匿名用户,再也不来了 菜品难吃不新鲜 服务态度差
34,35,蜀大侠火锅（温江店）,YX7735,"味道不错。服务也好，我也不晓得怎么写满15字美团评价要写出这次服务的体验，感受等。

范例：

1、味bai道不错，包装感觉干净卫生。唯一有点不解的是，猪扒包的猪扒不仅仅是大，而且还真的有骨头表示是排骨du。从来没有吃到过。

日常美食了，分量太大，一个人吃不完，这次的薯条不是很大，都是碎的，但是很好吃~我一般都是吃完就完成任务的那种人，但是今天zhi这dao顿午饭我一定要来写一下评价，牛腩的量超级大，咖喱汤超级好喝 。

牛腩分量很足 食材新鲜 不过面条太细了。量没有很大 刚好八分饱 总体好评，也很好吃。外卖小哥也很好

2、今天有种中彩票的感脚，亲耐滴男朋友兴冲冲的发了个链接给我，让我填个申请看看，抱着随便填填的想法，我专居然被选中了属！oh my

god，瞬间高大上了有木有，我可是从小抽奖最好成绩是一支牙刷的人呀，让我如何不激动！在此谢过男友and八八。

好吧，入正题，作为第一次开坑的人，我算半个吃货吧，不过过了今天，我将在吃货的道路上越走越远，哈哈！"
35,36,蜀大侠火锅（温江店）,FCK614425594,这次点的微辣，感觉锅底比中辣甜了好多，不好吃
36,37,蜀大侠火锅（温江店）,小鱼巷,味道还不错
37,38,蜀大侠火锅（温江店）,罗Jia云卿,大厅太吵，菜品也没有前两年那么精致了！
38,39,蜀大侠火锅（温江店）,xxP581710464,此次用餐总体来说不错，觉得比较认可的地方有：环境、性价比。
39,40,蜀大侠火锅（温江店）,IqE629225716,味道还可以，不知道为什么这家店锅底费比别家的贵，就选了套餐……
40,41,蜀大侠火锅（温江店）,何先森么！,巴适得很，推荐大家一起来。
41,42,蜀大侠火锅（温江店）,砂锅炖猪蹄儿,不错
42,43,蜀大侠火锅（温江店）,本老头,「#套餐：四人餐」四人餐分量很足，四个人吃足够了，吃的很饱。「#贵妃牛肉」很嫩「#花千骨」很嫩「#神仙肥牛」很嫩 【口味】很不错，经常来吃，味道一如既往的好。 【服务】服务还可以的，上菜很快的，有需要就喊服务员，能很快处理。 【环境】环境也不错的，装修很有四川特色。
43,44,蜀大侠火锅（温江店）,yJg364729329,同行的朋友都觉得比成都的蜀大侠直营店味道淡  而且服务确实不怎么样      本来就是请朋友吃饭     下菜一直要自己动手  让服务员帮忙下菜     还很不耐烦的说等一下     份量也没有成都多       团购价也比成都贵       也就在温江生意能这么好     还有一道菜  什么蟹柳     都是蜀大侠   区别也太大了  忘记拍图了
44,45,蜀大侠火锅（温江店）,GLc597861803,"味道还不错，但服务一般，服务人员比较少，推荐他家的笋很不错

还有一般火锅店粥是免费的，但这边要收3元一碗，而且粥是放在调料自助平台，价钱写的很小，一般人是不会注意到（附图）

希望这个可以改进一下啊，为了凑字"
45,46,蜀大侠火锅（温江店）,IVn817650130,还不错
46,47,蜀大侠火锅（温江店）,Ynp356617804,很好吃
47,48,蜀大侠火锅（温江店）,Dananananan,菜很快上，态度可以，就是大堂有点热，总体还不错
48,49,蜀大侠火锅（温江店）,hth492085257,"「#套餐：双人餐」最近跟蜀大侠杠上了，来的比平凡😛😛
【环境】还是一如既往的好，干净 整洁 大侠气息十足
【口味】点的番茄鸳鸯锅  辣的还合适，好吃的很「#花千骨」麻辣味合适 煮10分钟左右 「#太极双滑」很Q弹 两个味道 很不错
服务特也特别好 非常好的热情👍👍👍👍"
49,50,蜀大侠火锅（温江店）,KpK269919081,味道都很不错，菜品也新鲜，份量也不错
50,51,蜀大侠火锅（温江店）,zYK657907881,很好吃，已经吃了很多次了，美味
51,52,蜀大侠火锅（温江店）,湯小易,蜀大侠味道真心不错…………………菜品多，又新鲜…服务态度好哦……平时有时候还有川剧变脸，确实符合四川的文化…旁边有伊藤洋华堂和珠江国际，还有星光天地……逛累了就可以过来吃顿火锅，吃完了继续去逛…………
52,53,蜀大侠火锅（温江店）,RlG243594642,个人不是很喜欢，跟重庆火锅没得可比性。
53,54,蜀大侠火锅（温江店）,w鲡萱,味道不错好吃，就是觉得菜品少了一些。
54,55,蜀大侠火锅（温江店）,RLL425028603,蜀大侠我觉得在我心目中火锅排名是很靠前的，哈哈哈哈哈哈哈哈，因为附近就有一个蜀大侠，所以吃蜀大侠的次数也比较多，是好吃的呀。价格就是平常大家吃火锅的价格，人均100多吧。我的朋友们都比较爱吃肉，所以这个价格我觉得还行吧。
55,56,蜀大侠火锅（温江店）,KnP917675103,经常到他们家聚会，服务一般，味道还可以，人均消费能够接受。
56,57,蜀大侠火锅（温江店）,Lev886,挺不错的啊，环境也可以，订的套餐，也还行吧 「#套餐：四人餐」订的四人餐三个人吃刚好。
57,58,蜀大侠火锅（温江店）,aez215827847,菜品不新鲜，味道一般，锅底也很清
58,59,蜀大侠火锅（温江店）,冰阔乐配火锅儿,目前在温江吃着比较上道的火锅，各方面都很均衡，就是中午的菜品不齐全呀，很多想吃的都没有，虽然晚上的生意更好，也有很多中午来吃的，不要顾此失彼吧，希望能改进一下。
59,60,蜀大侠火锅（温江店）,Jack43744,排骨可以
60,61,蜀大侠火锅（温江店）,ssf12345,味道可以
61,62,蜀大侠火锅（温江店）,餐盟掌168,和非常非常要好的朋友一起团的6人餐，感觉环境，味道都不错，就餐时间人很多。 喜欢这里的氛围，有一种温暖的感觉，天冷围着火锅吃也好享受。 只可惜六人套餐里的配菜太多直到走都还有三份没有动，可能是我们几个不能吃的原因吧，以后去就会有经验了，在成都来说菜价并不高，建议老板调整一下配菜太多了吃不完啊，哈哈😃「#套餐：六人餐」。
62,63,蜀大侠火锅（温江店）,ScQ957665760,吃了很多地方的火锅，还是觉得蜀大侠味道巴适，就是感觉价格涨了，现在锅底费都是68了，菜价也有上升，以后可以还是自己在家做吧，经济实惠，
63,64,蜀大侠火锅（温江店）,勿忘初心潘潘,最喜欢吃的火锅，没有没有之一，是唯一！
64,65,蜀大侠火锅（温江店）,Puv193180524,一般般，下次不去了，没有想的那么好吃哇。
65,66,蜀大侠火锅（温江店）,liuyang2338,分量很少，点的双人餐，不够吃，加了两个菜。
66,67,蜀大侠火锅（温江店）,匿名用户,挺好！
67,68,蜀大侠火锅（温江店）,XER935715059,「#套餐：四人餐」中午去吃的，上菜特别快，菜品都非常新鲜，服务态度也特别好，喜欢套餐里的花千骨，麻辣味十足，还有红糖糍粑 ，甜而不腻，味道特别好
68,69,蜀大侠火锅（温江店）,zXx655878778,之前去过几次了，味道真的不错，服务也比较周到，就是人太多了网上不能预约，有点不好排队，不过总体来说还是比较满意的，菜品多，肉类新鲜，期待下次光临。
69,70,蜀大侠火锅（温江店）,猫er123,以前吃过，觉得还很不错，但这次去吃没有以前好吃了，不知道差在哪里，感觉就麻辣，吃起不香
70,71,蜀大侠火锅（温江店）,匿名用户,「#套餐：六人餐」「#手切肥牛」还可以菜很新鲜，比较卫生值得尝试
71,72,蜀大侠火锅（温江店）,闪电战车851,吃着好吃，特别是肥牛，下次有机会再去
72,73,蜀大侠火锅（温江店）,Xem693966403,两个人去吃的，现场吃味道很巴适，但是点的有点多，打包回家，有些些辣，总体很不错
73,74,蜀大侠火锅（温江店）,匿名用户,菜品的性价比不如袁老四啊谭鸭血啥的，锅底的价格也是偏高的，并且坐的二楼包间没有独立的空调或者风扇，外面是凉风习习包间是人间炼狱非常非常的闷热！这个非常想吐槽一下
74,75,蜀大侠火锅（温江店）,Gdf201570005,味道很赞，服务很好提前排队
75,76,蜀大侠火锅（温江店）,冷色8023,还可以，好吃，价格也还行，不错，吃火锅基本都来的这家，
76,77,蜀大侠火锅（温江店）,xt最美的太阳,很棒
77,78,蜀大侠火锅（温江店）,DFO745414110,挺好吃的 菜品量多 生日还送长寿面 值得去品尝
78,79,蜀大侠火锅（温江店）,匿名用户,老公之前去吃过一次觉得还不错，我还蛮期待的。正好最近想吃火锅了就叫上家人一起去吃。说实话有点令我失望了。首先是锅底，我们点的中辣，我觉得辣度还是够的。还没怎么煮菜就有点荤汤，不香，没有盐味，越吃越淡，我中途加两次盐。吃到一半还有很明显的苦味。由于是周五可能顾客多，所以菜品摆盘很差，不美观。 结账的时候，收银台有2个女的，一个客人结账时说他车子停路边遭贴单了，这顿饭遭高价了。问停哪里，美女说光华国际地下停车场，客人问免费吗？美女说没有。那个客人走后，其中一个用非常不屑的语气跟另一个女的说真有意思，他车子遭贴了管我们什么事。被我听到了，真的是很无语。怪不得这么多人反映服务问题，管理人员该重视一下了。
79,80,蜀大侠火锅（温江店）,iBw986930429,这次就餐整体感觉很赞，比较满意的方面有：口味。
80,81,蜀大侠火锅（温江店）,hsjshfnfhfnfjfn,不错。味道很好。 还是很可以的。
81,82,蜀大侠火锅（温江店）,匿名用户,很满意的一次就餐体验，整体评价的话我觉得：环境、口味。
82,83,蜀大侠火锅（温江店）,htM606960214,感觉很差劲，下次基本上不会再来了
83,84,蜀大侠火锅（温江店）,匿名用户,不错
84,85,蜀大侠火锅（温江店）,IQC158554011,很不错，爱很充足， 6 个人基本上是吃不完价格还行，稍微有点贵
85,86,蜀大侠火锅（温江店）,SFa380789310,和同学一起去的 真的好吃的不行！！ 菜品没有一个踩雷的！
86,87,蜀大侠火锅（温江店）,匿名用户,菜品还可以，锅底味不够浓厚，味道一般，没有以前好了，服务一般吧，可能是新来的小伙子，上菜时没有语言提示，直接将菜放上桌，放鸭肠上桌时，因为鸭肠是泡在水里装盘，水很满，血水直接流到桌子上，我衣袖上也沾上了，还顺着桌子流到地上，桌子上的水我自己擦了，地上的水后面叫服务员来拖一下，他拿了2张纸巾直接擦了。
87,88,蜀大侠火锅（温江店）,zQG668405636,环境很好，适合宴请，价格适中，味道很赞，服务态度也不错，优秀
88,89,蜀大侠火锅（温江店）,空巷余音,"团购的双人餐，加了一些菜
和室友一共四个人一起吃的 
因为看评论说四人餐吃不完🤔
——口味——
曾经吃过建设路店的蜀大侠
感觉比那一家的味道差一些
——环境——
在饭点来吃的，人还是比较多
大概等位了两三桌，大概40分钟
室外有火炉和小吃，还是很贴心
——服务——
还是比较好的能够及时处理需要
——性价比——
团购了部分的菜 人均60
最后还剩一些菜没有吃完
总的来说还是很划算了😋"
89,90,蜀大侠火锅（温江店）,RcE101580545,味道不错，一家人吃得很开心，下次还来
90,91,蜀大侠火锅（温江店）,mgV200658309,嗯…菜很多，量也足。还阔以服务总体各方面来说就是本人点了四罐小椰汁40啤酒4瓶48 使我本就不富裕的生活更是雪上加霜就想简单团个卷装个13请个客的结果卷还不能叠加就很难瘦，对了两处不好第一油烟有点重环境，人杂太吵了看着隔壁两口子从情人变成了敌人双目失明似的对骂不顾他人眼色的干扰我们这桌无辜的吃瓜群众就很气 第二，调料有点少，说实在的火锅店连麻酱都没得还好我不吃麻酱
91,92,蜀大侠火锅（温江店）,sDg725877552,和朋友一起点的二人套餐，整体味道是不错的。沾牛奶的牛肉很滑嫩，猪骨好吃，大口吃肉的感觉，但是虾滑口感没达到预期。两个人可以吃得很撑，份量挺足的，希望以后二人套餐的素菜可以给两三个选项，因为本人不喜欢吃土豆，所以我们的土豆几乎没吃。
92,93,蜀大侠火锅（温江店）,FRX148010897,总体还是很好的
93,94,蜀大侠火锅（温江店）,DJT278546033,跟室友周末去的 很好吃但是微辣也挺辣 「#太极虾滑」好好吃，两种口味，必点 「#酥肉」「#红糖糍粑」超好吃，很解辣 老板知道是西财的学生还送了两个菜，真的人超好，点了一个双人套餐又加了些菜 店内环境装修很不错很有味道 【性价比】还行，人均70吧
94,95,蜀大侠火锅（温江店）,bzu947768252,口味很棒，服务态度也绝佳，在北方小城市也有蜀大侠但和这里的完全不同抹泪，真的很好吃，服务员刘姐姐的态度也很亲切友好，菜品除了锅底很棒很香之外，能吃出食物本身的口感就是很不错的，👍推荐大家来吃，绝绝！非常好。
95,96,蜀大侠火锅（温江店）,oKu732504465,这次就餐整体感觉很赞，比较满意的方面有：口味、团购接待。
96,97,蜀大侠火锅（温江店）,Ting吖婷啊,口味很好 那个番茄锅底味道特别的浓郁  下次有机会再去
97,98,蜀大侠火锅（温江店）,小胖嘟嘟er,味道不错
98,99,蜀大侠火锅（温江店）,OYW880635441,此次用餐总体来说不错，觉得比较认可的地方有：环境。
99,100,蜀大侠火锅（温江店）,匿名用户,味道还行，就是价格贵！！！～～～～
100,101,蜀大侠火锅（温江店）,FuH454445064,菜品不新鲜，尤其是千层肚，价格贵。这是我吃过的最贵的锅底。
101,102,蜀大侠火锅（温江店）,xMj366803834,回头客了，吃过很多次，服务和菜品一直都很棒，就是稍微去晚一点就需要排队。
102,103,蜀大侠火锅（温江店）,cuiiy,环境也好 分量非常 非常的很好吃，
103,104,蜀大侠火锅（温江店）,Emmayanyan,听说孕晚期吃火锅催生，结果然并卵。味道不错，辣味适中，越吃越有点辣，牛肉，肥牛，毛肚，牛肉丸，小肥羊，都不错，菜品新鲜，份量适中，不错的体验
104,105,蜀大侠火锅（温江店）,Xy_1014,很满意的一次就餐体验，整体评价的话我觉得：口味、服务。
105,106,蜀大侠火锅（温江店）,candice820,菜品份量很足，整体环境比较好。其中雪花肥牛，神仙肥牛，最赞！
106,107,蜀大侠火锅（温江店）,Vly161435216,味道很好，环境有点嘈杂，菜品丰富，价格还可以不算太贵，点了两人份，没吃完，四川的火锅味道就是好，比在新疆吃的味道好很多，可能是调料不同的原因，麻辣味很足。店里装潢很有特色，有大侠之风，😂😂😂😂😂😂😂，生活在四川真的很幸福啊
107,108,蜀大侠火锅（温江店）,xiaobai9097,火锅翘楚「#贵妃牛肉」「#冰川鹅肠」「#太极双滑」「#精品千层肚」「#大侠水牛毛肚」「#功夫土豆片」「#花千骨」「#大侠上上签」「#牛油红锅」「#海带芽」「#精品花雕鱼片」「#耗儿鱼」「#聪明脑花」「#藕片」「#油碟」「#鲜猪黄喉」「#精品羔羊肉」「#卤水鹌鹑蛋」「#舌尖上的蜀大侠」「#飞签郡肝」
108,109,蜀大侠火锅（温江店）,Ywy299152891,还可以
109,110,蜀大侠火锅（温江店）,你得不到的琴子,味道和之前一样，还行吧，人均85左右吧
110,111,蜀大侠火锅（温江店）,nonnoyou,味道棒棒，当时有个菜没有了，喊我们换，结果想换的也没有，遗憾
111,112,蜀大侠火锅（温江店）,yZO583600422,这次就餐整体感觉很赞，比较满意的方面有：环境、口味。
112,113,蜀大侠火锅（温江店）,牧骸,好吃好吃
113,114,蜀大侠火锅（温江店）,dbD862977272,菜品新鲜，花千骨，虾滑，海带牙，千层毛肚都是首选
114,115,蜀大侠火锅（温江店）,tcu859771916,菜品很新鲜，服务员也很热情，很好吃！
115,116,蜀大侠火锅（温江店）,月月月yyyyyy,不愧是蜀大侠，味道真的很不错。
116,117,蜀大侠火锅（温江店）,多多娃子,味道很不错哦！要的微辣，但越吃越辣，不是很能吃辣的人，微辣就足足够了！推荐毛肚，大片大片的，服务员端上来当面用剪刀剪开，吃着有浓浓的毛肚味道，非常新鲜，牛肉卷和牛排不错，折耳根也特别好吃，煮完以后面面的口感，推荐！
117,118,蜀大侠火锅（温江店）,匿名用户,此次用餐总体来说不错，觉得比较认可的地方有：口味赞，太好吃了，味道正宗，份量很足，我们四个人来吃一个四人套餐都没有吃不完。
118,119,蜀大侠火锅（温江店）,收废品捡到宝,分量很足，味道一如既往的赞，环境也不错！服务也棒棒哒！
119,120,蜀大侠火锅（温江店）,GTK888971185,一般般，团的4人餐。等了一个半小时，将就
120,121,蜀大侠火锅（温江店）,欣妍320,中午去的，少去排队的烦恼。味道不错，吃到后面稍微有点辣。菜品很新鲜，还会去的。
121,122,蜀大侠火锅（温江店）,记昨日书732,"「#套餐：四人餐」「#花千骨」「#贵妃牛肉」「#太极双滑」
【口味】还是老味道  一如既往的香
【环境】去的时候人还挺多的  我是打包带回家吃的
【性价比】我觉得这个四人餐真的很划算  我们五个人吃 居然还没吃完  我和朋友都吃的好撑  下次还买这个"
122,123,蜀大侠火锅（温江店）,gvj777018348,「#套餐：双人餐」服务特别棒，每一道菜都给我介绍怎么吃煮多长时间，服务也特别棒，第一次来吃，朋友推荐的，确实不错
123,124,蜀大侠火锅（温江店）,HIt549209377,好吃
124,125,蜀大侠火锅（温江店）,匿名用户,还不错，味道服务都好。棒棒哒🎉🎉🎊🎉🎉🎊🎉🎉🎊🎉🎉🎊🎉🎉下次想吃火锅还会考虑
125,126,蜀大侠火锅（温江店）,匿名用户,这次就餐整体感觉很赞，比较满意的方面有：口味赞、服务细致。
126,127,蜀大侠火锅（温江店）,CaoCurry,"经常来这家蜀大侠店，很适合同学聚餐............ 
团了几张券，只能用于菜品............................ 
菜品是用保鲜膜包着的，可能是为了新冠疫情防控.........."
127,128,蜀大侠火锅（温江店）,匿名用户,除了人太多，排队太久其他都好说
128,129,蜀大侠火锅（温江店）,丫g丫g,"这里生意比较火爆，我们派了很久的队才排到的，还是提前预约过的呢。

【环境】：个人觉得很巴适，进门很大气，有个小拱桥，楼上楼下两层。

【服务】：排队的时候 门口的服务员小姐姐很热情，安排的很合理。落座后的服务员小哥哥也很热情，端茶倒水，收餐盘，有求必应，干净利索，服务很赞

【口味】：锅底选的中辣的，味道刚刚好，毛肚，排骨，贡菜，火锅粉 土豆片，强烈推荐这几样，真的超好吃

 下次还会再来，如果附近的朋友想吃火锅的朋友可以前往。"
129,130,蜀大侠火锅（温江店）,ksD641577904,味道巴适，来过很多很多次了。环境也不错，服务人员态度很棒！菜品也是特别新鲜。量足
130,131,蜀大侠火锅（温江店）,你要开心er,虾滑里面加了鱼籽太腥了吃不下去，贵妃牛肉吃起来也不像牛肉，海带芽太不禁煮了丢下去没一会儿就想煮久的面条一下就断夹不起来，鸭血也不好吃，这套餐里面的菜品都不咋好吃呀，，，害，「#套餐：双人餐」建议去吃饭不要买套餐！
131,132,蜀大侠火锅（温江店）,熵格子,菜品可以，位置就近，家就在旁边，味道还不错，可能是应为10才去吧，看起来稍显混乱，有点赶着下班的感觉，整体感官还行，也不是第一次来蜀大侠吃饭，还是非常不错的。地理位置也还行，就在光华地铁站下面点，可以。
132,133,蜀大侠火锅（温江店）,庞先森0,味道好，就是小贵
133,134,蜀大侠火锅（温江店）,wl137958,天都亮了嘛事啊啊啊不要不然我真的假的哦组镂空可口可乐了了啊！我的意思就是比较透彻底失败坏话说一半血液透析出来的吗呢么商家吗啡~ 【环境】 【环境】好的谢谢老婆大人呢吗，在我们这边公司那边也可以去上课没得必要考试呢吧
134,135,蜀大侠火锅（温江店）,绿琳仙子,算得上温江数一数二的火锅了，味道很巴适。
135,136,蜀大侠火锅（温江店）,TLv422360999,此次用餐总体来说不错，觉得比较认可的地方有：服务、口味。
136,137,蜀大侠火锅（温江店）,匿名用户,此次用餐总体来说不错，觉得比较认可的地方有：环境、口味、服务。
137,138,蜀大侠火锅（温江店）,智障于。,好恰 每次回温江都必须要去的店  毛肚真的绝了
138,139,蜀大侠火锅（温江店）,维大！,蜀大侠来吃过很多次了，每次一到晚上超级多的人，来晚了可能会排队，里面的堂子还是挺大的，感觉蜀大侠的每家分店生意都很好，味道不用多说好吃，菜品分量还是可以，里面的大福很好吃，但是我觉得调料品种少了一点，可以都加一些，我喜欢调料品类多一些
139,140,蜀大侠火锅（温江店）,王某某261,此次用餐总体来说不错，觉得比较认可的地方有：口味、味道不错，服务不错、环境很不错、性价比划算、团购接待。
140,141,蜀大侠火锅（温江店）,初见73067,来成都的第一餐，晚上九点到成都，本来打算去吃别的，路过发现排队的人很多，抱着试试看的态度进店，结果惊艳到了，锅底看着红彤彤，没有想象中的那么辣，越吃越香，菜品分量十足，荤素搭配，四个人吃到撑，强烈推荐！！！
141,142,蜀大侠火锅（温江店）,NFa538154038,吃过这多家火锅最喜欢蜀大侠了
